time,year,month,week_of_year,day_of_week,is_market_open,is_flood_crisis,is_lockdown,Avg.Price (Rs./Kg),MaxPrice (Rs./Kg),Daily_Spread,Total Qty Arrived (Kgs),Qty Sold (Kgs),Smooth_Qty_Arrived,Auctioneer,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),Temp_Diff,precipitation_sum (mm),relative_humidity_2m_mean (%),soil_moisture_0_to_7cm_mean (m³/m³),et0_fao_evapotranspiration (mm),Precip_7D,RH_7D,Lag1,Lag7,Lag14,Lag30,Lag_MaxPrice_1,Lag_Spread_1,MA7,MA14,MA30,Lag_Qty_Sold_1,Lag_Total_Qty_Arrived_1,Precip_30D_Sum,Precip_Lag_60,Soil_Moisture_Lag_14
15/08/2022,2022,8,33,0,0,0,0,1026.49,1558.666667,532.1766667,0,0,90058.21429,0,22,27,2.62,24.38,2.7,0.496,85,23.9,135.4,0.501571429,1026.105,994.34,995.71,889.555,1613.333333,587.2283333,993.1521429,987.7660714,967.832,0,0,372.4,3.8,76
16/08/2022,2022,8,33,1,1,0,0,1026.875,1504,477.125,134099.1,125774,94121.97143,2,21,27,3.02,23.98,3.6,0.499,90,23.1,106.2,0.500714286,1026.49,957.355,959.1,882.5025,1558.666667,532.1766667,997.745,989.9646429,972.3965,0,0,366.4,14.3,77
17/08/2022,2022,8,33,2,1,0,0,981.21,1523,541.79,108819.6,96366,88572.22857,2,21.4,29.2,4.18,25.02,0.5,0.481,80,24.8,33.7,0.495857143,1026.875,972.595,951.7,875.45,1504,477.125,1007.676429,994.8057143,977.2089167,125774,134099.1,352.2,12.6,86
18/08/2022,2022,8,33,3,1,0,0,1010.92,1360,349.08,147354.9,130223,95486.67143,2,21.9,29.6,4.63,24.97,0.6,0.465,77,25.5,16.6,0.489714286,981.21,983.655,975.865,875.3,1523,541.79,1008.907143,996.9135714,980.73425,96366,108819.6,351.8,12.6,88
19/08/2022,2022,8,33,4,1,0,0,949.14,1478,528.86,118155.1,107655.9,92268.72857,2,22.5,29.1,4.55,24.55,2.7,0.448,78,25.5,15.5,0.483,1010.92,992.295,989.57,887.47,1360,349.08,1012.802143,999.4175,985.2549167,130223,147354.9,349,7.4,88
20/08/2022,2022,8,33,5,1,0,0,971.955,1480,508.045,155016.7,137675.6,94777.91429,2,21.9,27.5,2.85,24.65,17.9,0.483,85,24.2,30.7,0.481142857,949.14,1025.72,1005.03,942.83,1478,528.86,1006.637143,996.5296429,987.3105833,107655.9,118155.1,355.4,1.6,87
21/08/2022,2022,8,33,6,0,0,0,987.67,1524.5,536.83,0,0,94777.91429,0,21.9,27.5,2.85,24.65,17.9,0.483,85,24.2,45.9,0.479285714,971.955,1026.105,999.685,946.375,1480,508.045,998.9564286,994.1671429,988.2814167,137675.6,155016.7,361.8,0.5,87
22/08/2022,2022,8,34,0,1,0,0,1003.385,1569,565.615,139859.2,131112.4,114757.8,2,21,23.5,1.6,21.9,18.8,0.504,93,22.1,62,0.480428571,987.67,1026.49,994.34,962.22,1524.5,536.83,993.4657143,993.3089286,989.6579167,0,0,354.6,2.4,89
23/08/2022,2022,8,34,1,1,0,0,962.485,1378,415.515,138568.5,125518.9,115396.2857,2,21.1,28,3.84,24.16,1,0.485,85,23.7,59.4,0.478428571,1003.385,1026.875,957.355,984.965,1569,565.615,990.165,993.955,991.0300833,131112.4,139859.2,329.6,2.1,89
24/08/2022,2022,8,34,2,1,0,0,910.19,1318,407.81,108000.5,99558.7,115279.2714,2,21,29,4.63,24.37,1,0.469,80,24.8,59.9,0.476714286,962.485,981.21,972.595,1007.71,1378,415.515,980.9664286,994.3214286,990.28075,125518.9,138568.5,307.8,0,94
25/08/2022,2022,8,34,3,1,0,0,919.52,1313,393.48,121087.1,110717.8,111526.7286,2,21,27.8,3.16,24.64,0.8,0.457,83,24,60.1,0.475571429,910.19,1010.92,983.655,970.16,1318,407.81,970.8207143,989.8639286,987.0300833,99558.7,108000.5,294.1,0,93
26/08/2022,2022,8,34,4,1,0,0,917.215,1565,647.785,104495,92074.5,109575.2857,2,20.8,28.9,4.49,24.41,1.3,0.448,78,24.8,58.7,0.475571429,919.52,949.14,992.295,990.55,1313,393.48,957.7635714,985.2828571,985.3420833,110717.8,121087.1,282.6,2.2,86
27/08/2022,2022,8,34,5,1,0,0,967.32,1468,500.68,68876.4,62729.2,97269.52857,1,22,29.1,4.07,25.03,5.4,0.465,81,24.9,46.2,0.473,917.215,971.955,1025.72,980.165,1565,647.785,953.2028571,979.92,982.8975833,92074.5,104495,285.6,10.5,85
28/08/2022,2022,8,34,6,0,0,0,954.985,1421.5,466.515,0,0,97269.52857,0,22,29.1,4.07,25.03,5.4,0.465,81,24.9,33.7,0.470428571,967.32,987.67,1026.105,1004.675,1468,500.68,952.5407143,975.7485714,982.4694167,62729.2,68876.4,279,12.9,85
29/08/2022,2022,8,35,0,1,0,0,942.65,1375,432.35,129868.5,121211.7,95842.28571,2,21.4,26.8,2.78,24.02,5.4,0.489,89,23.9,20.3,0.468285714,954.985,1003.385,1026.49,1005.635,1421.5,466.515,947.8714286,970.6685714,980.8130833,0,0,280.7,17.3,85
30/08/2022,2022,8,35,1,1,0,0,903.84,1354,450.16,112239.5,105257.3,92081,2,21.4,29.2,4.04,25.16,5,0.492,88,24.5,24.3,0.469285714,942.65,962.485,1026.875,1000.6725,1375,432.35,939.195,964.68,978.7135833,121211.7,129868.5,282,4,90
31/08/2022,2022,8,35,2,1,0,0,870.275,1312,441.725,92699.5,88526.1,89895.14286,2,21.8,28.7,3.79,24.91,7.3,0.485,86,25,30.6,0.471571429,903.84,910.19,981.21,995.71,1354,450.16,930.8171429,955.8917857,975.4858333,105257.3,112239.5,289.2,12.4,80
01/09/2022,2022,9,35,3,1,0,0,929.23,1280,350.77,98830.9,92645,86715.68571,2,22.2,28.3,3.46,24.84,12.3,0.482,87,24.9,42.1,0.475142857,870.275,919.52,1010.92,959.1,1312,441.725,925.115,947.9678571,971.3046667,88526.1,92699.5,299.9,12.4,77
02/09/2022,2022,9,35,4,1,0,0,912.655,1387,474.345,89493.2,78022.9,84572.57143,2,22.1,29.8,4.26,25.54,2.1,0.463,85,25.4,42.9,0.477285714,929.23,917.215,949.14,951.7,1280,350.77,926.5021429,942.1328571,970.309,92645,98830.9,292.3,36.4,78
03/09/2022,2022,9,35,5,1,0,0,917.11,1468,550.89,110292.6,99310.9,90489.17143,2,22.8,29.6,3.6,26,0.4,0.447,82,25.9,37.9,0.474714286,912.655,967.32,971.955,975.865,1387,474.345,925.8507143,939.5267857,969.0075,78022.9,89493.2,283.4,34.2,85
04/09/2022,2022,9,35,6,0,0,0,934.23,1408.5,474.27,0,0,90489.17143,0,22.8,29.6,3.6,26,0.4,0.447,82,25.9,32.9,0.472142857,917.11,954.985,987.67,989.57,1468,550.89,918.6778571,935.6092857,967.049,99310.9,110292.6,275.1,8.4,85
05/09/2022,2022,9,36,0,1,0,0,951.35,1349,397.65,121355.9,118000,89273.08571,2,22,28.4,2.54,25.86,6.6,0.49,90,23.9,34.1,0.472285714,934.23,942.65,1003.385,1005.03,1408.5,474.27,915.7128571,931.7921429,965.2043333,0,0,272.5,25.8,93
06/09/2022,2022,9,36,1,1,0,0,974.35,1340,365.65,65456.4,63886.8,82589.78571,1,21.8,28.7,3.61,25.09,10.5,0.495,88,24.2,39.6,0.472714286,951.35,903.84,962.485,999.685,1349,397.65,916.9557143,928.0753571,963.415,118000,121355.9,273.8,28.4,85
07/09/2022,2022,9,36,2,1,0,0,912.61,1302,389.39,90091.5,83574.6,82217.21429,2,22,29.1,3.61,25.49,8.4,0.488,87,24.9,40.7,0.473142857,974.35,870.275,910.19,994.34,1340,365.65,927.0285714,928.9228571,962.5705,63886.8,65456.4,270.7,22.2,80
08/09/2022,2022,9,36,3,0,0,0,933.35,1326.5,393.15,0,0,68098.51429,0,22,29.1,3.61,25.49,8.4,0.488,87,24.9,36.8,0.474,912.61,929.23,919.52,957.355,1302,389.39,933.0764286,929.0957143,959.8461667,83574.6,90091.5,246.3,22.2,83
09/09/2022,2022,9,36,4,1,0,0,954.09,1351,396.91,94470,91521.3,68809.48571,2,23,29.9,4.51,25.39,0.9,0.452,84,25.9,35.6,0.472428571,933.35,912.655,917.215,972.595,1326.5,393.15,933.665,930.0835714,959.046,0,0,174.2,23.2,78
10/09/2022,2022,9,36,5,1,0,0,954.64,1462,507.36,78356.6,74131.2,64247.2,2,22.3,29.6,4.4,25.2,4.5,0.443,83,25.7,39.7,0.471857143,954.09,917.11,967.32,983.655,1351,396.91,939.5842857,932.7175,958.4291667,91521.3,94470,161,62.7,81
11/09/2022,2022,9,36,6,0,0,0,974.9875,1632,657.0125,0,0,64247.2,0,22.3,29.6,4.4,25.2,4.5,0.443,83,25.7,43.8,0.471285714,954.64,934.23,954.985,992.295,1462,507.36,944.9457143,931.8117857,957.462,74131.2,78356.6,161.7,21.7,81
12/09/2022,2022,9,37,0,1,0,0,995.335,1802,806.665,109442.7,105109.1,62545.31429,2,21.9,26.5,2.08,24.42,62.7,0.506,92,23.4,99.9,0.473571429,974.9875,951.35,942.65,1025.72,1632,657.0125,950.7682143,933.2405357,956.8850833,0,0,221.7,54.4,89
13/09/2022,2022,9,37,1,1,0,0,1036.58,1655,618.42,119418.4,117057.8,70254.17143,2,21.1,24.2,1.06,23.14,17.1,0.509,97,22.4,106.5,0.475571429,995.335,974.35,903.84,1026.105,1802,806.665,957.0517857,937.00375,955.87225,105109.1,109442.7,236.1,29,88
14/09/2022,2022,9,37,2,1,0,0,1065.495,1491,425.505,128853.1,121721.3,75791.54286,2,21.5,26,2.37,23.63,9.1,0.508,93,23,107.2,0.478428571,1036.58,912.61,870.275,1026.49,1655,618.42,965.9417857,946.4851786,956.2214167,117057.8,119418.4,242.5,9.6,86
15/09/2022,2022,9,37,3,1,0,0,1017.665,1488,470.335,96623.7,92776.1,89594.92857,2,21.7,26.3,2.56,23.74,8.5,0.505,91,23.3,107.3,0.480857143,1065.495,933.35,929.23,1026.875,1491,425.505,987.7825,960.4294643,957.5215833,121721.3,128853.1,247.4,9.6,87
16/09/2022,2022,9,37,4,1,0,0,1048.17,1559,510.83,134019.5,126724.7,95244.85714,2,22,26.2,2.02,24.18,10.9,0.506,92,23,117.3,0.488571429,1017.665,954.09,912.655,981.21,1488,470.335,999.8275,966.74625,957.2145833,92776.1,96623.7,257.8,14.7,85
17/09/2022,2022,9,37,5,1,0,0,1019.23,1457,437.77,123565.5,114292.2,101703.2714,2,21.2,28.6,3.41,25.19,1.1,0.486,84,24.3,113.9,0.494714286,1048.17,954.64,917.11,1010.92,1559,510.83,1013.2675,976.4258929,959.4465833,126724.7,134019.5,258.3,1,82
18/09/2022,2022,9,37,6,0,0,0,1023.5375,1631,607.4625,0,0,101703.2714,0,21.2,28.6,3.41,25.19,1.1,0.486,84,24.3,110.5,0.500857143,1019.23,974.9875,934.23,949.14,1457,437.77,1022.494643,983.7201786,959.7235833,114292.2,123565.5,256.7,5.5,82
19/09/2022,2022,9,38,0,1,0,0,1027.845,1805,777.155,182384.2,166820.5,112123.4857,2,22.1,29.7,4.62,25.08,0,0.447,75,25.5,47.8,0.492428571,1023.5375,995.335,951.35,971.955,1631,607.4625,1029.430357,990.0992857,962.2035,0,0,238.8,11.5,90
20/09/2022,2022,9,38,1,1,0,0,1027.09,1633,605.91,165696,146561.4,118734.5714,2,22.4,28.8,4.23,24.57,0.9,0.432,79,25.1,31.6,0.481428571,1027.845,1036.58,974.35,987.67,1805,777.155,1034.074643,995.5632143,964.0665,166820.5,182384.2,221.8,11.5,88
21/09/2022,2022,9,38,2,1,0,0,1057.255,1525,467.745,156632.2,146826.9,122703.0143,2,21.9,27.3,3.07,24.23,12.3,0.466,86,23.9,34.8,0.475428571,1027.09,1065.495,912.61,1003.385,1633,605.91,1032.718929,999.3303571,965.3805,146561.4,165696,215.3,26,87
22/09/2022,2022,9,38,3,1,0,0,1007.2,1430,422.8,132565.6,120006.3,127837.5714,2,21.8,26.4,2.75,23.65,0.2,0.482,85,23.5,26.5,0.472142857,1057.255,1017.665,933.35,962.485,1525,467.745,1031.541786,1009.662143,967.1761667,146826.9,156632.2,214.5,26,87
23/09/2022,2022,9,38,4,1,0,0,993.99,1437,443.01,144297.2,139642.6,129305.8143,2,20.4,27.2,3.89,23.31,1.4,0.471,80,23,17,0.467142857,1007.2,1048.17,954.09,910.19,1430,422.8,1030.046786,1014.937143,968.6666667,120006.3,132565.6,214.9,22.8,84
24/09/2022,2022,9,38,5,1,0,0,993.62,1477,483.38,99059.6,90275.2,125804.9714,2,21,25.9,2.52,23.38,0.7,0.463,83,23.2,16.6,0.463857143,993.99,1019.23,954.64,919.52,1437,443.01,1022.306786,1017.787143,971.46,139642.6,144297.2,214.8,14.5,83
25/09/2022,2022,9,38,6,0,0,0,1006.4725,1553.5,547.0275,0,0,125804.9714,0,21,25.9,2.52,23.38,0.7,0.463,83,23.2,16.2,0.460571429,993.62,1023.5375,974.9875,917.215,1477,483.38,1018.648214,1020.571429,973.93,90275.2,99059.6,214.2,12.8,83
26/09/2022,2022,9,39,0,1,0,0,1019.325,1630,610.675,155152,130865.7,121914.6571,2,20.9,28.5,3.52,24.98,6.8,0.459,84,24,23,0.462285714,1006.4725,1027.845,995.335,967.32,1553.5,547.0275,1016.210357,1022.820357,976.90525,0,0,215.6,2.4,92
27/09/2022,2022,9,39,1,1,0,0,1004.86,1459,454.14,144805.9,126499,118930.3571,2,21.2,29.2,3.97,25.23,2.8,0.446,84,24.3,24.9,0.464285714,1019.325,1027.09,1036.58,954.985,1630,610.675,1014.993214,1024.533929,978.63875,130865.7,155152,213,12,97
28/09/2022,2022,9,39,2,1,0,0,1014.095,1465,450.905,147204.6,126729.3,117583.5571,2,21.4,29.1,4.3,24.8,0.8,0.415,77,25,13.4,0.457,1004.86,1057.255,1065.495,942.65,1459,454.14,1011.8175,1022.268214,980.30125,126499,144805.9,208.4,3.7,93
29/09/2022,2022,9,39,3,1,0,0,944.895,1434,489.105,118980.4,107586.6,115642.8143,2,21,29.5,4.87,24.63,0.3,0.393,71,25,13.5,0.444285714,1014.095,1007.2,1017.665,903.84,1465,450.905,1005.651786,1018.596786,982.68275,126729.3,147204.6,203.7,3.7,91
30/09/2022,2022,9,39,4,1,0,0,976.37,1424,447.63,141232.4,124860.1,115204.9857,2,20.9,29.4,4.67,24.73,0.1,0.379,72,24.8,12.2,0.431142857,944.895,993.99,1048.17,870.275,1434,489.105,996.7510714,1013.398929,984.05125,107586.6,118980.4,196.5,0.1,92
01/10/2022,2022,10,39,5,1,0,0,963.215,1396,432.785,117753.7,103097.8,117875.5714,2,21.4,29.6,4.74,24.86,0,0.364,71,24.9,11.5,0.417,976.37,993.62,1019.23,929.23,1424,447.63,994.2339286,1008.270357,987.58775,124860.1,141232.4,184.2,1.6,84
02/10/2022,2022,10,39,6,0,0,0,976.4075,1488.5,512.0925,0,0,117875.5714,0,21.4,29.6,4.74,24.86,0,0.364,71,24.9,10.8,0.402857143,963.215,1006.4725,1023.5375,912.655,1396,432.785,989.8903571,1004.269286,988.7205833,103097.8,117753.7,182.1,9.7,84
03/10/2022,2022,10,40,0,1,0,0,989.6,1581,591.4,139199.7,124745.7,115596.6714,2,21.4,29.2,5.22,23.98,0,0.336,63,25,4,0.385285714,976.4075,1019.325,1027.845,917.11,1488.5,512.0925,985.5953571,1000.902857,990.8456667,0,0,181.7,9.3,75
04/10/2022,2022,10,40,1,1,0,0,975.82,1667,691.18,91832.1,89566.6,108028.9857,2,21,29.1,3.99,25.11,0.1,0.327,73,25.1,1.3,0.368285714,989.6,1004.86,1027.09,934.23,1581,591.4,981.3489286,998.1710714,993.262,124745.7,139199.7,181.4,8.7,79
05/10/2022,2022,10,40,2,0,0,0,988.745,1553.5,564.755,0,0,86999.75714,0,21,29.1,3.99,25.11,0.1,0.327,73,25.1,0.6,0.355714286,975.82,1014.095,1057.255,951.35,1667,691.18,977.2003571,994.5089286,994.6483333,89566.6,91832.1,174.9,9.2,86
06/10/2022,2022,10,40,3,1,0,0,1001.67,1440,438.33,89837.7,78742.5,82836.51429,1,21.2,26.8,2.6,24.2,22.4,0.495,91,23.2,22.7,0.370285714,988.745,944.895,1007.2,974.35,1553.5,564.755,973.5789286,989.6153571,995.8948333,0,0,186.8,9.2,85
07/10/2022,2022,10,40,4,1,0,0,897.555,1396,498.445,99004.5,91613.8,76803.95714,2,20.9,26.2,3.1,23.1,7.7,0.501,89,23.2,30.3,0.387714286,1001.67,976.37,993.99,912.61,1440,438.33,981.6896429,989.2203571,996.8055,78742.5,89837.7,186.1,11.5,80
08/10/2022,2022,10,40,5,1,0,0,958.65,1379,420.35,125228.5,117263.5,77871.78571,2,20.8,27.5,3.4,24.1,3.2,0.495,87,23.7,33.5,0.406428571,897.555,963.215,993.62,933.35,1396,498.445,970.4303571,982.3321429,996.3036667,91613.8,99004.5,180.9,32.8,83
09/10/2022,2022,10,40,6,0,0,0,932.9875,1346.5,413.5125,0,0,77871.78571,0,20.8,27.5,3.4,24.1,3.2,0.495,87,23.7,36.7,0.425142857,958.65,976.4075,1006.4725,954.09,1379,420.35,969.7782143,979.8342857,997.147,117263.5,125228.5,183.2,73,83
10/10/2022,2022,10,41,0,1,0,0,907.325,1314,406.675,88383.7,78781.3,70612.35714,2,21,27.8,3.23,24.57,11.8,0.469,89,23.7,48.5,0.444142857,932.9875,989.6,1019.325,954.64,1346.5,413.5125,963.5753571,974.5853571,996.4435833,0,0,190.5,17.7,84
11/10/2022,2022,10,41,1,1,0,0,957.275,1438,480.725,137987.8,118860.8,77206.02857,2,20.2,25.4,2.05,23.35,16.1,0.502,92,22.4,64.5,0.469142857,907.325,975.82,1004.86,974.9875,1314,406.675,951.8217857,966.5853571,994.8664167,78781.3,88383.7,202.1,3.8,84
12/10/2022,2022,10,41,2,1,0,0,957.79,1685,727.21,126425.2,119463,95266.77143,2,19.9,26.9,2.68,24.22,6.6,0.497,88,22.5,71,0.493428571,957.275,988.745,1014.095,995.335,1438,480.725,949.1725,963.1864286,994.276,118860.8,137987.8,146,2.7,77
13/10/2022,2022,10,41,3,1,0,0,954.22,1406,451.78,120057.1,112827.1,99583.82857,2,19.5,27.8,3.79,24.01,1.1,0.48,79,23.1,49.7,0.491285714,957.79,1001.67,944.895,1036.58,1685,727.21,944.7503571,959.1646429,993.0245,119463,126425.2,130,2.7,71
14/10/2022,2022,10,41,4,1,0,0,901.785,1377,475.215,100088,90042.6,99738.61429,2,17.9,27.2,4.34,22.86,0.4,0.451,70,22.4,42.4,0.484142857,954.22,897.555,976.37,1065.495,1406,451.78,937.9717857,959.8307143,990.2791667,112827.1,120057.1,121.3,2.7,72
15/10/2022,2022,10,41,5,1,0,0,920.6,1360,439.4,124209.1,112428,99592.98571,2,18.2,27.2,4.82,22.38,0,0.438,64,22.4,39.2,0.476,901.785,958.65,963.215,1017.665,1377,475.215,938.5760714,954.5032143,984.8221667,90042.6,100088,112.8,3.6,71
16/10/2022,2022,10,41,6,0,0,0,914.1175,1372.5,458.3825,0,0,99592.98571,0,18.2,27.2,4.82,22.38,0,0.438,64,22.4,36,0.467857143,920.6,932.9875,976.4075,1048.17,1360,439.4,933.1403571,951.4592857,981.5866667,112428,124209.1,101.9,0.5,71
17/10/2022,2022,10,42,0,1,0,0,907.635,1385,477.365,88529.7,79307.7,99613.84286,2,19.9,27.1,2.77,24.33,4.8,0.484,87,22.6,29,0.47,914.1175,907.325,989.6,1019.23,1372.5,458.3825,930.4446429,947.01,977.11825,0,0,105.6,0.6,63
18/10/2022,2022,10,42,1,1,0,0,925.625,1370,444.375,128558.8,111954.4,98266.84286,2,18.5,26.1,2.78,23.32,2.1,0.481,83,22,15,0.467,907.635,957.275,975.82,1023.5375,1385,477.365,930.4889286,941.1553571,973.3984167,79307.7,88529.7,106.6,2.7,73
19/10/2022,2022,10,42,2,1,0,0,937.975,1726,788.025,102096.2,99077.9,94791.27143,2,17.3,27.9,4.55,23.35,0,0.447,66,22.3,8.4,0.459857143,925.625,957.79,988.745,1027.845,1370,444.375,925.9675,937.57,970.1346667,111954.4,128558.8,106.6,17.9,73
20/10/2022,2022,10,42,3,1,0,0,943.775,1629,685.225,112162.5,100791.9,93663.47143,2,17,27.6,4.14,23.46,0,0.425,68,22,7.3,0.452,937.975,954.22,1001.67,1027.09,1726,788.025,923.1367857,933.9435714,967.139,99077.9,102096.2,105.7,17.9,91
21/10/2022,2022,10,42,4,1,0,0,946.98,1332,385.02,66318.2,63718.3,88839.21429,1,16,27.9,4.61,23.29,0,0.411,60,21.3,6.9,0.446285714,943.775,901.785,897.555,1057.255,1629,685.225,921.6446429,929.8082143,964.3618333,100791.9,112162.5,93.4,18.8,89
22/10/2022,2022,10,42,5,1,0,0,1070.57,1468,397.43,17554,16434.4,73602.77143,2,16.6,27.5,4.84,22.66,0,0.396,60,21.4,6.9,0.440285714,946.98,920.6,958.65,1007.2,1332,385.02,928.1010714,933.3385714,960.686,63718.3,66318.2,93.2,1,87
23/10/2022,2022,10,42,6,0,0,0,1034.726667,1475.333333,440.6066667,0,0,73602.77143,0,16.6,27.5,4.84,22.66,0,0.396,60,21.4,6.9,0.434285714,1070.57,914.1175,932.9875,993.99,1468,397.43,949.5253571,941.3328571,962.7983333,16434.4,17554,91.8,1,87
24/10/2022,2022,10,43,0,0,0,0,998.8833333,1482.666667,483.7833333,0,0,60955.67143,0,16.6,27.5,4.84,22.66,0,0.396,60,21.4,2.1,0.421714286,1034.726667,907.635,907.325,993.62,1475.333333,440.6066667,966.7552381,948.5999405,964.1562222,0,0,91.1,0.8,89
25/10/2022,2022,10,43,1,1,0,0,963.04,1490,526.96,109602.6,104205.9,58247.64286,2,14.2,27.4,4.56,22.84,0,0.345,59,20.4,0,0.402285714,998.8833333,925.625,957.275,1006.4725,1482.666667,483.7833333,979.7907143,955.1398214,964.3316667,0,0,90.4,1.3,92
26/10/2022,2022,10,43,2,1,0,0,911.145,1341,429.855,73972.7,64793.3,54230,2,14.9,28,4.26,23.74,0,0.333,58,21.7,0,0.386,963.04,937.975,957.79,1019.325,1490,526.96,985.1357143,955.5516071,962.8839167,104205.9,109602.6,83.6,5.4,88
27/10/2022,2022,10,43,3,1,0,0,928.13,1390,461.87,120263,103988.2,55387.21429,2,15.4,28.2,4.32,23.88,0,0.322,54,21.7,0,0.371285714,911.145,943.775,954.22,1004.86,1341,429.855,981.3028571,952.2198214,959.2779167,64793.3,73972.7,80.8,5.4,79
28/10/2022,2022,10,43,4,1,0,0,937.12,1712,774.88,112870.5,107483.6,62037.54286,2,15.3,28,4.56,23.44,0,0.31,52,21.2,0,0.356857143,928.13,946.98,901.785,1014.095,1390,461.87,979.0678571,950.35625,956.72025,103988.2,120263,80,5.4,70
29/10/2022,2022,10,43,5,1,0,0,944.245,1679,734.755,120907,107009.5,76802.25714,2,15.4,28.4,4.85,23.55,0,0.302,51,21.6,0,0.343428571,937.12,1070.57,920.6,944.895,1712,774.88,977.6592857,952.8801786,954.1544167,107483.6,112870.5,79.7,5,64
30/10/2022,2022,10,43,6,0,0,0,921.015,1535,613.985,0,0,76802.25714,0,15.4,28.4,4.85,23.55,0,0.302,51,21.6,0,0.33,944.245,1034.726667,914.1175,976.37,1679,734.755,959.6128571,954.5691071,954.13275,107009.5,120907,79.6,7.3,64
31/10/2022,2022,10,44,0,1,0,0,897.785,1391,493.215,108153.3,98695.3,92252.72857,2,14.8,26.8,4.32,22.48,0,0.28,60,20.5,0,0.313428571,921.015,998.8833333,907.635,963.215,1535,613.985,943.3683333,955.0617857,952.2875833,0,0,79.6,12.3,87
01/11/2022,2022,11,44,1,1,0,0,901.57,1343,441.43,128544.1,113499.2,94958.65714,2,15.1,26.8,4,22.8,0,0.276,63,20.8,0,0.303571429,897.785,963.04,925.625,976.4075,1391,493.215,928.9257143,954.3582143,950.1065833,98695.3,108153.3,79.6,2.1,83
02/11/2022,2022,11,44,2,1,0,0,899.67,1398,498.33,94825.9,85000.7,97937.68571,2,15.1,28.4,4.44,23.96,0,0.274,59,21.3,0,0.295142857,901.57,911.145,937.975,989.6,1343,441.43,920.1442857,952.64,947.612,113499.2,128544.1,79.6,0.4,66
03/11/2022,2022,11,44,3,1,0,0,907.97,1507,599.03,130985,117852.2,99469.4,2,15.4,29.6,4.41,25.19,0,0.271,49,22.6,0,0.287857143,899.67,928.13,943.775,975.82,1398,498.33,918.505,949.9039286,944.6143333,85000.7,94825.9,79.5,0.4,68
04/11/2022,2022,11,44,4,1,0,0,911.42,1653,741.58,128584.2,115743.3,101714.2143,2,16.1,30.3,4.46,25.84,0,0.272,52,23.1,0,0.282428571,907.97,937.12,946.98,988.745,1507,599.03,915.625,947.3464286,942.3526667,117852.2,130985,79.4,6.6,60
05/11/2022,2022,11,44,5,1,0,0,955.775,1600,644.225,134374.2,125435.2,103638.1,2,16.6,30.4,4.34,26.06,0,0.271,51,23.6,0,0.278,911.42,944.245,1070.57,1001.67,1653,741.58,911.9535714,944.8064286,939.7751667,115743.3,128584.2,57,10.5,60
06/11/2022,2022,11,44,6,0,0,0,911.21,1475,563.79,0,0,103638.1,0,16.6,30.4,4.34,26.06,0,0.271,51,23.6,0,0.273571429,955.775,921.015,1034.726667,897.555,1600,644.225,913.6007143,936.6067857,938.2453333,125435.2,134374.2,49.3,8.4,60
07/11/2022,2022,11,45,0,1,0,0,866.645,1350,483.355,116998.9,104463.8,104901.7571,2,16.4,29.8,4.8,25,0,0.263,51,22.1,0,0.271142857,911.21,897.785,998.8833333,958.65,1475,563.79,912.2,927.7841667,938.7005,0,0,46.1,8.4,60
08/11/2022,2022,11,45,1,1,0,0,884.3,1328,443.7,127718.3,116128.5,104783.7857,2,15.1,29,4.56,24.44,0,0.26,47,21.7,0,0.268857143,866.645,901.57,963.04,932.9875,1350,483.355,907.7514286,918.3385714,935.6336667,104463.8,116998.9,42.9,0.9,59
09/11/2022,2022,11,45,2,1,0,0,850.45,1317,466.55,99475.9,87662.4,105448.0714,2,15.3,28.3,4.44,23.86,0,0.262,51,21.8,0,0.267142857,884.3,899.67,911.145,907.325,1328,443.7,905.2842857,912.7142857,934.01075,116128.5,127718.3,31.1,4.5,58
10/11/2022,2022,11,45,3,1,0,0,924.07,1480,555.93,91221,80404.6,99767.5,1,16.1,28.4,4.09,24.31,0,0.262,55,22.2,0,0.265857143,850.45,907.97,928.13,957.275,1317,466.55,898.2528571,908.3789286,932.1149167,87662.4,99475.9,15,4.5,54
11/11/2022,2022,11,45,4,1,0,0,892.71,1609,716.29,110615.5,101733.2,97200.54286,2,17.2,28.4,4.16,24.24,0,0.26,60,22.2,0,0.264142857,924.07,911.42,937.12,957.79,1480,555.93,900.5528571,908.0889286,931.0080833,80404.6,91221,8.4,62.7,52
12/11/2022,2022,11,45,5,1,0,0,896.55,1650,753.45,119173.7,103055.1,95029.04286,2,15.9,27.5,4.15,23.35,0,0.257,56,21.2,0,0.262142857,892.71,955.775,944.245,954.22,1609,716.29,897.88,904.9167857,928.83875,101733.2,110615.5,7.3,17.1,51
13/11/2022,2022,11,45,6,0,0,0,875.77,1497.5,621.73,0,0,95029.04286,0,15.9,27.5,4.15,23.35,0,0.257,56,21.2,0,0.260142857,896.55,911.21,921.015,901.785,1650,753.45,889.4192857,901.51,926.9164167,103055.1,119173.7,6.9,9.1,51
14/11/2022,2022,11,46,0,1,0,0,854.99,1345,490.01,91136.2,83383.6,91334.37143,2,13.6,27,3.77,23.23,0,0.256,54,19.6,0,0.259142857,875.77,866.645,897.785,920.6,1497.5,621.73,884.3564286,898.2782143,926.04925,0,0,6.9,8.5,60
